,championId,pickTurn,teamId,metadata.matchId
160,51,1,100,LA1_1172752960
161,266,2,100,LA1_1172752960
162,63,3,100,LA1_1172752960
163,11,4,100,LA1_1172752960
164,238,5,100,LA1_1172752960
165,497,6,200,LA1_1172752960
166,92,7,200,LA1_1172752960
167,245,8,200,LA1_1172752960
168,711,9,200,LA1_1172752960
169,254,10,200,LA1_1172752960
170,238,1,100,LA1_1172719497
171,36,2,100,LA1_1172719497
172,80,3,100,LA1_1172719497
173,25,4,100,LA1_1172719497
174,35,5,100,LA1_1172719497
175,25,6,200,LA1_1172719497
176,120,7,200,LA1_1172719497
177,82,8,200,LA1_1172719497
178,99,9,200,LA1_1172719497
179,777,10,200,LA1_1172719497
180,875,1,100,LA1_1171400127
181,51,2,100,LA1_1171400127
182,53,3,100,LA1_1171400127
183,-1,4,100,LA1_1171400127
184,711,5,100,LA1_1171400127
185,21,6,200,LA1_1171400127
186,-1,7,200,LA1_1171400127
187,11,8,200,LA1_1171400127
188,82,9,200,LA1_1171400127
189,17,10,200,LA1_1171400127
190,82,1,100,LA1_1171384385
191,76,2,100,LA1_1171384385
192,203,3,100,LA1_1171384385
193,39,4,100,LA1_1171384385
194,222,5,100,LA1_1171384385
195,875,6,200,LA1_1171384385
196,25,7,200,LA1_1171384385
197,21,8,200,LA1_1171384385
198,24,9,200,LA1_1171384385
199,777,10,200,LA1_1171384385
200,53,1,100,LA1_1102740199
201,-1,2,100,LA1_1102740199
202,99,3,100,LA1_1102740199
203,5,4,100,LA1_1102740199
204,11,5,100,LA1_1102740199
205,120,6,200,LA1_1102740199
206,150,7,200,LA1_1102740199
207,99,8,200,LA1_1102740199
208,202,9,200,LA1_1102740199
209,80,10,200,LA1_1102740199
210,11,1,100,LA1_1102669824
211,360,2,100,LA1_1102669824
212,36,3,100,LA1_1102669824
213,99,4,100,LA1_1102669824
214,777,5,100,LA1_1102669824
215,234,6,200,LA1_1102669824
216,50,7,200,LA1_1102669824
217,555,8,200,LA1_1102669824
218,63,9,200,LA1_1102669824
219,420,10,200,LA1_1102669824
220,11,1,100,LA1_1102667979
221,412,2,100,LA1_1102667979
222,875,3,100,LA1_1102667979
223,55,4,100,LA1_1102667979
224,145,5,100,LA1_1102667979
225,555,6,200,LA1_1102667979
226,64,7,200,LA1_1102667979
227,35,8,200,LA1_1102667979
228,84,9,200,LA1_1102667979
229,360,10,200,LA1_1102667979
230,18,1,100,LA1_1102564106
231,555,2,100,LA1_1102564106
232,111,3,100,LA1_1102564106
233,11,4,100,LA1_1102564106
234,39,5,100,LA1_1102564106
235,526,6,200,LA1_1102564106
236,6,7,200,LA1_1102564106
237,90,8,200,LA1_1102564106
238,119,9,200,LA1_1102564106
239,24,10,200,LA1_1102564106
240,105,1,100,LA1_1102536617
241,99,2,100,LA1_1102536617
242,11,3,100,LA1_1102536617
243,122,4,100,LA1_1102536617
244,53,5,100,LA1_1102536617
245,11,6,200,LA1_1102536617
246,51,7,200,LA1_1102536617
247,517,8,200,LA1_1102536617
248,777,9,200,LA1_1102536617
249,555,10,200,LA1_1102536617
250,238,1,100,LA1_1102499243
251,360,2,100,LA1_1102499243
252,75,3,100,LA1_1102499243
253,50,4,100,LA1_1102499243
254,875,5,100,LA1_1102499243
255,131,6,200,LA1_1102499243
256,53,7,200,LA1_1102499243
257,555,8,200,LA1_1102499243
258,-1,9,200,LA1_1102499243
259,99,10,200,LA1_1102499243
260,18,1,100,LA1_1102486226
261,53,2,100,LA1_1102486226
262,17,3,100,LA1_1102486226
263,120,4,100,LA1_1102486226
264,-1,5,100,LA1_1102486226
265,11,6,200,LA1_1102486226
266,41,7,200,LA1_1102486226
267,526,8,200,LA1_1102486226
268,555,9,200,LA1_1102486226
269,84,10,200,LA1_1102486226
270,58,1,100,LA1_1102255755
271,78,2,100,LA1_1102255755
272,111,3,100,LA1_1102255755
273,777,4,100,LA1_1102255755
274,11,5,100,LA1_1102255755
275,777,6,200,LA1_1102255755
276,24,7,200,LA1_1102255755
277,147,8,200,LA1_1102255755
278,90,9,200,LA1_1102255755
279,555,10,200,LA1_1102255755
280,99,1,100,LA1_1101313965
281,89,2,100,LA1_1101313965
282,11,3,100,LA1_1101313965
283,238,4,100,LA1_1101313965
284,360,5,100,LA1_1101313965
285,36,6,200,LA1_1101313965
286,234,7,200,LA1_1101313965
287,11,8,200,LA1_1101313965
288,555,9,200,LA1_1101313965
289,22,10,200,LA1_1101313965
290,360,1,100,LA1_1100410830
291,11,2,100,LA1_1100410830
292,141,3,100,LA1_1100410830
293,84,4,100,LA1_1100410830
294,25,5,100,LA1_1100410830
295,105,6,200,LA1_1100410830
296,11,7,200,LA1_1100410830
297,555,8,200,LA1_1100410830
298,27,9,200,LA1_1100410830
299,81,10,200,LA1_1100410830
300,55,1,100,LA1_1100338358
301,157,2,100,LA1_1100338358
302,222,3,100,LA1_1100338358
303,35,4,100,LA1_1100338358
304,122,5,100,LA1_1100338358
305,55,6,200,LA1_1100338358
306,-1,7,200,LA1_1100338358
307,18,8,200,LA1_1100338358
308,157,9,200,LA1_1100338358
309,555,10,200,LA1_1100338358
310,238,1,100,LA1_1100250591
311,202,2,100,LA1_1100250591
312,11,3,100,LA1_1100250591
313,203,4,100,LA1_1100250591
314,99,5,100,LA1_1100250591
315,99,6,200,LA1_1100250591
316,53,7,200,LA1_1100250591
317,63,8,200,LA1_1100250591
318,90,9,200,LA1_1100250591
319,82,10,200,LA1_1100250591
320,555,1,100,LA1_1099832842
321,81,2,100,LA1_1099832842
322,157,3,100,LA1_1099832842
323,84,4,100,LA1_1099832842
324,82,5,100,LA1_1099832842
325,18,6,200,LA1_1099832842
326,82,7,200,LA1_1099832842
327,555,8,200,LA1_1099832842
328,56,9,200,LA1_1099832842
329,518,10,200,LA1_1099832842
330,420,1,100,LA1_1099777631
331,63,2,100,LA1_1099777631
332,35,3,100,LA1_1099777631
333,1,4,100,LA1_1099777631
334,80,5,100,LA1_1099777631
335,555,6,200,LA1_1099777631
336,350,7,200,LA1_1099777631
337,102,8,200,LA1_1099777631
338,82,9,200,LA1_1099777631
339,11,10,200,LA1_1099777631
340,53,1,100,LA1_1099804647
341,99,2,100,LA1_1099804647
342,238,3,100,LA1_1099804647
343,145,4,100,LA1_1099804647
344,23,5,100,LA1_1099804647
345,360,6,200,LA1_1099804647
346,84,7,200,LA1_1099804647
347,555,8,200,LA1_1099804647
348,99,9,200,LA1_1099804647
349,36,10,200,LA1_1099804647
350,238,1,100,LA1_1099403173
351,122,2,100,LA1_1099403173
352,360,3,100,LA1_1099403173
353,99,4,100,LA1_1099403173
354,19,5,100,LA1_1099403173
355,17,6,200,LA1_1099403173
356,11,7,200,LA1_1099403173
357,429,8,200,LA1_1099403173
358,143,9,200,LA1_1099403173
359,131,10,200,LA1_1099403173
360,63,1,100,LA1_1099219706
361,29,2,100,LA1_1099219706
362,17,3,100,LA1_1099219706
363,555,4,100,LA1_1099219706
364,238,5,100,LA1_1099219706
365,22,6,200,LA1_1099219706
366,64,7,200,LA1_1099219706
367,113,8,200,LA1_1099219706
368,420,9,200,LA1_1099219706
369,8,10,200,LA1_1099219706
370,11,1,100,LA1_1099155926
371,103,2,100,LA1_1099155926
372,82,3,100,LA1_1099155926
373,51,4,100,LA1_1099155926
374,157,5,100,LA1_1099155926
375,21,6,200,LA1_1099155926
376,75,7,200,LA1_1099155926
377,23,8,200,LA1_1099155926
378,84,9,200,LA1_1099155926
379,555,10,200,LA1_1099155926
380,106,1,100,LA1_1098725980
381,131,2,100,LA1_1098725980
382,875,3,100,LA1_1098725980
383,555,4,100,LA1_1098725980
384,25,5,100,LA1_1098725980
385,234,6,200,LA1_1098725980
386,23,7,200,LA1_1098725980
387,117,8,200,LA1_1098725980
388,67,9,200,LA1_1098725980
389,103,10,200,LA1_1098725980
390,35,1,100,LA1_1098658551
391,24,2,100,LA1_1098658551
392,777,3,100,LA1_1098658551
393,18,4,100,LA1_1098658551
394,82,5,100,LA1_1098658551
395,23,6,200,LA1_1098658551
396,67,7,200,LA1_1098658551
397,555,8,200,LA1_1098658551
398,25,9,200,LA1_1098658551
399,238,10,200,LA1_1098658551
400,78,1,100,LA1_1131748989
401,22,2,100,LA1_1131748989
402,166,3,100,LA1_1131748989
403,39,4,100,LA1_1131748989
404,82,5,100,LA1_1131748989
405,555,6,200,LA1_1131748989
406,90,7,200,LA1_1131748989
407,15,8,200,LA1_1131748989
408,82,9,200,LA1_1131748989
409,234,10,200,LA1_1131748989
410,202,1,100,LA1_1129887410
411,517,2,100,LA1_1129887410
412,145,3,100,LA1_1129887410
413,122,4,100,LA1_1129887410
414,35,5,100,LA1_1129887410
415,99,6,200,LA1_1129887410
416,555,7,200,LA1_1129887410
417,-1,8,200,LA1_1129887410
418,21,9,200,LA1_1129887410
419,11,10,200,LA1_1129887410
420,240,1,100,LA1_1129867762
421,-1,2,100,LA1_1129867762
422,50,3,100,LA1_1129867762
423,35,4,100,LA1_1129867762
424,18,5,100,LA1_1129867762
425,245,6,200,LA1_1129867762
426,11,7,200,LA1_1129867762
427,777,8,200,LA1_1129867762
428,82,9,200,LA1_1129867762
429,22,10,200,LA1_1129867762
430,21,1,100,LA1_1129886630
431,5,2,100,LA1_1129886630
432,157,3,100,LA1_1129886630
433,145,4,100,LA1_1129886630
434,875,5,100,LA1_1129886630
435,18,6,200,LA1_1129886630
436,777,7,200,LA1_1129886630
437,420,8,200,LA1_1129886630
438,11,9,200,LA1_1129886630
439,63,10,200,LA1_1129886630
440,523,1,100,LA1_1129066158
441,234,2,100,LA1_1129066158
442,39,3,100,LA1_1129066158
443,5,4,100,LA1_1129066158
444,10,5,100,LA1_1129066158
445,122,6,200,LA1_1129066158
446,360,7,200,LA1_1129066158
447,51,8,200,LA1_1129066158
448,17,9,200,LA1_1129066158
449,104,10,200,LA1_1129066158
450,99,1,100,LA1_1129075163
451,63,2,100,LA1_1129075163
452,11,3,100,LA1_1129075163
453,86,4,100,LA1_1129075163
454,5,5,100,LA1_1129075163
455,166,6,200,LA1_1129075163
456,103,7,200,LA1_1129075163
457,48,8,200,LA1_1129075163
458,24,9,200,LA1_1129075163
459,63,10,200,LA1_1129075163
460,11,1,100,LA1_1128924684
461,82,2,100,LA1_1128924684
462,245,3,100,LA1_1128924684
463,202,4,100,LA1_1128924684
464,19,5,100,LA1_1128924684
465,360,6,200,LA1_1128924684
466,5,7,200,LA1_1128924684
467,238,8,200,LA1_1128924684
468,99,9,200,LA1_1128924684
469,39,10,200,LA1_1128924684
470,36,1,100,LA1_1128923966
471,45,2,100,LA1_1128923966
472,25,3,100,LA1_1128923966
473,360,4,100,LA1_1128923966
474,106,5,100,LA1_1128923966
475,51,6,200,LA1_1128923966
476,166,7,200,LA1_1128923966
477,5,8,200,LA1_1128923966
478,141,9,200,LA1_1128923966
479,89,10,200,LA1_1128923966
480,223,1,100,LA1_1128492385
481,-1,2,100,LA1_1128492385
482,25,3,100,LA1_1128492385
483,5,4,100,LA1_1128492385
484,360,5,100,LA1_1128492385
485,48,6,200,LA1_1128492385
486,875,7,200,LA1_1128492385
487,39,8,200,LA1_1128492385
488,63,9,200,LA1_1128492385
489,51,10,200,LA1_1128492385
490,5,1,100,LA1_1128481653
491,51,2,100,LA1_1128481653
492,875,3,100,LA1_1128481653
493,555,4,100,LA1_1128481653
494,82,5,100,LA1_1128481653
495,157,6,200,LA1_1128481653
496,555,7,200,LA1_1128481653
497,25,8,200,LA1_1128481653
498,-1,9,200,LA1_1128481653
499,5,10,200,LA1_1128481653
500,223,1,100,LA1_1127426207
501,67,2,100,LA1_1127426207
502,11,3,100,LA1_1127426207
503,5,4,100,LA1_1127426207
504,50,5,100,LA1_1127426207
505,238,6,200,LA1_1127426207
506,111,7,200,LA1_1127426207
507,19,8,200,LA1_1127426207
508,517,9,200,LA1_1127426207
509,84,10,200,LA1_1127426207
510,82,1,100,LA1_1126826691
511,-1,2,100,LA1_1126826691
512,105,3,100,LA1_1126826691
513,11,4,100,LA1_1126826691
514,555,5,100,LA1_1126826691
515,238,6,200,LA1_1126826691
516,51,7,200,LA1_1126826691
517,63,8,200,LA1_1126826691
518,122,9,200,LA1_1126826691
519,5,10,200,LA1_1126826691
520,17,1,100,LA1_1126812253
521,21,2,100,LA1_1126812253
522,5,3,100,LA1_1126812253
523,-1,4,100,LA1_1126812253
524,99,5,100,LA1_1126812253
525,131,6,200,LA1_1126812253
526,17,7,200,LA1_1126812253
527,51,8,200,LA1_1126812253
528,63,9,200,LA1_1126812253
529,105,10,200,LA1_1126812253
530,25,1,100,LA1_1126796586
531,-1,2,100,LA1_1126796586
532,115,3,100,LA1_1126796586
533,5,4,100,LA1_1126796586
534,24,5,100,LA1_1126796586
535,19,6,200,LA1_1126796586
536,25,7,200,LA1_1126796586
537,18,8,200,LA1_1126796586
538,114,9,200,LA1_1126796586
539,555,10,200,LA1_1126796586
540,234,1,100,LA1_1126051839
541,36,2,100,LA1_1126051839
542,5,3,100,LA1_1126051839
543,420,4,100,LA1_1126051839
544,84,5,100,LA1_1126051839
545,122,6,200,LA1_1126051839
546,11,7,200,LA1_1126051839
547,202,8,200,LA1_1126051839
548,63,9,200,LA1_1126051839
549,518,10,200,LA1_1126051839
550,51,1,100,LA1_1126028410
551,5,2,100,LA1_1126028410
552,555,3,100,LA1_1126028410
553,53,4,100,LA1_1126028410
554,105,5,100,LA1_1126028410
555,245,6,200,LA1_1126028410
556,51,7,200,LA1_1126028410
557,45,8,200,LA1_1126028410
558,25,9,200,LA1_1126028410
559,55,10,200,LA1_1126028410
560,63,1,100,LA1_1126037235
561,119,2,100,LA1_1126037235
562,166,3,100,LA1_1126037235
563,35,4,100,LA1_1126037235
564,875,5,100,LA1_1126037235
565,875,6,200,LA1_1126037235
566,555,7,200,LA1_1126037235
567,777,8,200,LA1_1126037235
568,75,9,200,LA1_1126037235
569,11,10,200,LA1_1126037235
570,74,1,100,LA1_1123757731
571,21,2,100,LA1_1123757731
572,35,3,100,LA1_1123757731
573,45,4,100,LA1_1123757731
574,25,5,100,LA1_1123757731
575,101,6,200,LA1_1123757731
576,875,7,200,LA1_1123757731
577,117,8,200,LA1_1123757731
578,51,9,200,LA1_1123757731
579,11,10,200,LA1_1123757731
580,21,1,100,LA1_1123752798
581,23,2,100,LA1_1123752798
582,235,3,100,LA1_1123752798
583,35,4,100,LA1_1123752798
584,19,5,100,LA1_1123752798
585,11,6,200,LA1_1123752798
586,63,7,200,LA1_1123752798
587,103,8,200,LA1_1123752798
588,122,9,200,LA1_1123752798
589,21,10,200,LA1_1123752798
590,21,1,100,LA1_1123487035
591,777,2,100,LA1_1123487035
592,254,3,100,LA1_1123487035
593,19,4,100,LA1_1123487035
594,-1,5,100,LA1_1123487035
595,91,6,200,LA1_1123487035
596,875,7,200,LA1_1123487035
597,131,8,200,LA1_1123487035
598,119,9,200,LA1_1123487035
599,141,10,200,LA1_1123487035
600,25,1,100,LA1_1168990701
601,122,2,100,LA1_1168990701
602,104,3,100,LA1_1168990701
603,157,4,100,LA1_1168990701
604,117,5,100,LA1_1168990701
605,13,6,200,LA1_1168990701
606,111,7,200,LA1_1168990701
607,32,8,200,LA1_1168990701
608,876,9,200,LA1_1168990701
609,35,10,200,LA1_1168990701
610,131,1,100,LA1_1167212488
611,90,2,100,LA1_1167212488
612,236,3,100,LA1_1167212488
613,25,4,100,LA1_1167212488
614,133,5,100,LA1_1167212488
615,234,6,200,LA1_1167212488
616,777,7,200,LA1_1167212488
617,31,8,200,LA1_1167212488
618,39,9,200,LA1_1167212488
619,35,10,200,LA1_1167212488
620,238,1,100,LA1_1167179132
621,64,2,100,LA1_1167179132
622,31,3,100,LA1_1167179132
623,25,4,100,LA1_1167179132
624,517,5,100,LA1_1167179132
625,420,6,200,LA1_1167179132
626,67,7,200,LA1_1167179132
627,555,8,200,LA1_1167179132
628,84,9,200,LA1_1167179132
629,238,10,200,LA1_1167179132
630,555,1,100,LA1_1107901078
631,82,2,100,LA1_1107901078
632,119,3,100,LA1_1107901078
633,63,4,100,LA1_1107901078
634,35,5,100,LA1_1107901078
635,25,6,200,LA1_1107901078
636,84,7,200,LA1_1107901078
637,234,8,200,LA1_1107901078
638,31,9,200,LA1_1107901078
639,18,10,200,LA1_1107901078
640,238,1,100,LA1_1107867131
641,164,2,100,LA1_1107867131
642,106,3,100,LA1_1107867131
643,517,4,100,LA1_1107867131
644,63,5,100,LA1_1107867131
645,36,6,200,LA1_1107867131
646,80,7,200,LA1_1107867131
647,25,8,200,LA1_1107867131
648,39,9,200,LA1_1107867131
649,360,10,200,LA1_1107867131
650,420,1,100,LA1_1107298464
651,45,2,100,LA1_1107298464
652,18,3,100,LA1_1107298464
653,84,4,100,LA1_1107298464
654,64,5,100,LA1_1107298464
655,75,6,200,LA1_1107298464
656,106,7,200,LA1_1107298464
657,25,8,200,LA1_1107298464
658,157,9,200,LA1_1107298464
659,51,10,200,LA1_1107298464
660,429,1,100,LA1_1107313926
661,106,2,100,LA1_1107313926
662,84,3,100,LA1_1107313926
663,17,4,100,LA1_1107313926
664,25,5,100,LA1_1107313926
665,25,6,200,LA1_1107313926
666,122,7,200,LA1_1107313926
667,21,8,200,LA1_1107313926
668,238,9,200,LA1_1107313926
669,56,10,200,LA1_1107313926
670,84,1,100,LA1_1105795183
671,202,2,100,LA1_1105795183
672,11,3,100,LA1_1105795183
673,53,4,100,LA1_1105795183
674,62,5,100,LA1_1105795183
675,122,6,200,LA1_1105795183
676,106,7,200,LA1_1105795183
677,157,8,200,LA1_1105795183
678,238,9,200,LA1_1105795183
679,84,10,200,LA1_1105795183
680,25,1,100,LA1_1105773527
681,67,2,100,LA1_1105773527
682,106,3,100,LA1_1105773527
683,555,4,100,LA1_1105773527
684,157,5,100,LA1_1105773527
685,25,6,200,LA1_1105773527
686,238,7,200,LA1_1105773527
687,75,8,200,LA1_1105773527
688,360,9,200,LA1_1105773527
689,48,10,200,LA1_1105773527
690,99,1,100,LA1_1100907835
691,17,2,100,LA1_1100907835
692,11,3,100,LA1_1100907835
693,131,4,100,LA1_1100907835
694,202,5,100,LA1_1100907835
695,82,6,200,LA1_1100907835
696,106,7,200,LA1_1100907835
697,360,8,200,LA1_1100907835
698,517,9,200,LA1_1100907835
699,555,10,200,LA1_1100907835
700,104,1,100,LA1_1099941659
701,114,2,100,LA1_1099941659
702,84,3,100,LA1_1099941659
703,555,4,100,LA1_1099941659
704,360,5,100,LA1_1099941659
705,36,6,200,LA1_1099941659
706,202,7,200,LA1_1099941659
707,84,8,200,LA1_1099941659
708,106,9,200,LA1_1099941659
709,235,10,200,LA1_1099941659
710,62,1,100,LA1_1099896431
711,18,2,100,LA1_1099896431
712,517,3,100,LA1_1099896431
713,50,4,100,LA1_1099896431
714,55,5,100,LA1_1099896431
715,36,6,200,LA1_1099896431
716,69,7,200,LA1_1099896431
717,240,8,200,LA1_1099896431
718,25,9,200,LA1_1099896431
719,360,10,200,LA1_1099896431
720,89,1,100,LA1_1095139834
721,105,2,100,LA1_1095139834
722,360,3,100,LA1_1095139834
723,106,4,100,LA1_1095139834
724,82,5,100,LA1_1095139834
725,101,6,200,LA1_1095139834
726,33,7,200,LA1_1095139834
727,82,8,200,LA1_1095139834
728,35,9,200,LA1_1095139834
729,25,10,200,LA1_1095139834
730,51,1,100,LA1_1094874667
731,360,2,100,LA1_1094874667
732,39,3,100,LA1_1094874667
733,36,4,100,LA1_1094874667
734,68,5,100,LA1_1094874667
735,82,6,200,LA1_1094874667
736,122,7,200,LA1_1094874667
737,141,8,200,LA1_1094874667
738,238,9,200,LA1_1094874667
739,11,10,200,LA1_1094874667
740,64,1,100,LA1_1089895791
741,517,2,100,LA1_1089895791
742,82,3,100,LA1_1089895791
743,202,4,100,LA1_1089895791
744,53,5,100,LA1_1089895791
745,235,6,200,LA1_1089895791
746,17,7,200,LA1_1089895791
747,360,8,200,LA1_1089895791
748,11,9,200,LA1_1089895791
749,51,10,200,LA1_1089895791
750,-1,1,100,LA1_1088582397
751,-1,2,100,LA1_1088582397
752,-1,3,100,LA1_1088582397
753,-1,4,100,LA1_1088582397
754,-1,5,100,LA1_1088582397
755,-1,6,200,LA1_1088582397
756,11,7,200,LA1_1088582397
757,-1,8,200,LA1_1088582397
758,-1,9,200,LA1_1088582397
759,-1,10,200,LA1_1088582397
760,39,1,100,LA1_1004231874
761,360,2,100,LA1_1004231874
762,122,3,100,LA1_1004231874
763,53,4,100,LA1_1004231874
764,6,5,100,LA1_1004231874
765,122,6,200,LA1_1004231874
766,420,7,200,LA1_1004231874
767,25,8,200,LA1_1004231874
768,80,9,200,LA1_1004231874
769,238,10,200,LA1_1004231874
770,117,1,100,LA1_1147375294
771,523,2,100,LA1_1147375294
772,67,3,100,LA1_1147375294
773,84,4,100,LA1_1147375294
774,711,5,100,LA1_1147375294
775,18,6,200,LA1_1147375294
776,84,7,200,LA1_1147375294
777,111,8,200,LA1_1147375294
778,83,9,200,LA1_1147375294
779,11,10,200,LA1_1147375294
780,238,1,100,LA1_1142367565
781,11,2,100,LA1_1142367565
782,82,3,100,LA1_1142367565
783,50,4,100,LA1_1142367565
784,21,5,100,LA1_1142367565
785,54,6,200,LA1_1142367565
786,56,7,200,LA1_1142367565
787,45,8,200,LA1_1142367565
788,555,9,200,LA1_1142367565
789,18,10,200,LA1_1142367565
790,202,1,100,LA1_1142338279
791,555,2,100,LA1_1142338279
792,121,3,100,LA1_1142338279
793,122,4,100,LA1_1142338279
794,-1,5,100,LA1_1142338279
795,63,6,200,LA1_1142338279
796,7,7,200,LA1_1142338279
797,17,8,200,LA1_1142338279
798,119,9,200,LA1_1142338279
799,141,10,200,LA1_1142338279
800,526,1,100,LA1_1142343902
801,56,2,100,LA1_1142343902
802,82,3,100,LA1_1142343902
803,96,4,100,LA1_1142343902
804,84,5,100,LA1_1142343902
805,240,6,200,LA1_1142343902
806,202,7,200,LA1_1142343902
807,67,8,200,LA1_1142343902
808,19,9,200,LA1_1142343902
809,84,10,200,LA1_1142343902
810,89,1,100,LA1_1141744463
811,75,2,100,LA1_1141744463
812,555,3,100,LA1_1141744463
813,517,4,100,LA1_1141744463
814,56,5,100,LA1_1141744463
815,121,6,200,LA1_1141744463
816,122,7,200,LA1_1141744463
817,157,8,200,LA1_1141744463
818,21,9,200,LA1_1141744463
