,first'baron,'baronKills,first'champion,'championKills,first'dragon,'dragonKills,first'inhibitor,'inhibitorKills,first'riftHerald,'riftHeraldKills,first'tower,'towerKills,teamId,win,metadata.matchId,eloRank
89,False,0,False,11,False,0,False,0,False,1,False,2,200,False,LA1_1171469277,PLATINUM
90,True,2,True,31,True,3,True,2,False,0,False,10,100,True,LA1_1171442787,PLATINUM
91,False,0,False,26,False,2,False,0,True,2,True,4,200,False,LA1_1171442787,PLATINUM
92,False,2,True,29,False,2,True,2,True,2,False,8,100,True,LA1_1171266666,PLATINUM
93,True,1,False,38,True,4,False,0,False,0,True,3,200,False,LA1_1171266666,PLATINUM
94,False,0,False,22,False,1,False,0,False,0,False,1,100,False,LA1_1171067209,PLATINUM
95,True,2,True,37,True,4,True,3,True,1,True,10,200,True,LA1_1171067209,PLATINUM
96,True,1,False,46,False,3,False,0,True,1,True,6,100,False,LA1_1170564126,PLATINUM
97,False,1,True,51,True,3,True,2,False,1,False,9,200,True,LA1_1170564126,PLATINUM
98,False,0,False,18,False,0,False,0,False,0,False,2,100,False,LA1_1170517993,PLATINUM
99,False,0,True,23,True,3,False,0,True,2,True,3,200,True,LA1_1170517993,PLATINUM
100,False,0,True,41,True,2,False,0,False,0,True,5,100,False,LA1_1170432128,PLATINUM
101,True,3,False,50,False,4,True,4,True,2,False,11,200,True,LA1_1170432128,PLATINUM
102,True,1,True,23,True,2,False,0,False,0,True,2,100,False,LA1_1170322581,PLATINUM
103,False,0,False,42,False,2,True,1,True,1,False,9,200,True,LA1_1170322581,PLATINUM
104,True,1,True,36,False,2,False,0,False,0,False,3,100,False,LA1_1170216669,PLATINUM
105,False,1,False,45,True,4,True,3,True,2,True,11,200,True,LA1_1170216669,PLATINUM
106,True,1,True,45,False,1,False,0,True,2,True,5,100,False,LA1_1170221466,PLATINUM
107,False,1,False,46,True,4,True,2,False,0,False,10,200,True,LA1_1170221466,PLATINUM
108,False,1,True,47,True,5,True,2,True,2,False,10,100,True,LA1_1170177854,PLATINUM
109,True,1,False,23,False,0,False,0,False,0,True,5,200,False,LA1_1170177854,PLATINUM
110,False,0,False,39,False,1,False,0,False,0,False,4,100,False,LA1_1169908496,PLATINUM
111,True,1,True,35,True,4,True,1,True,2,True,9,200,True,LA1_1169908496,PLATINUM
112,False,0,False,9,False,0,False,0,True,1,False,0,100,False,LA1_1169903874,PLATINUM
113,False,0,False,37,True,2,False,0,False,0,True,6,200,True,LA1_1169903874,PLATINUM
114,False,1,True,67,True,4,False,1,True,1,True,9,100,True,LA1_1169867591,PLATINUM
115,True,1,False,51,False,3,True,4,False,0,False,11,200,False,LA1_1169867591,PLATINUM
116,True,1,False,45,True,4,True,3,False,1,True,11,100,True,LA1_1169844142,PLATINUM
117,False,0,True,22,False,0,False,0,True,1,False,1,200,False,LA1_1169844142,PLATINUM
118,True,1,True,34,False,2,True,2,False,1,True,11,100,True,LA1_1169788088,PLATINUM
119,False,0,False,13,True,1,False,0,True,1,False,3,200,False,LA1_1169788088,PLATINUM
120,True,1,True,53,True,2,True,2,True,2,True,9,100,True,LA1_1182503410,PLATINUM
121,False,0,False,36,False,2,False,0,False,0,False,3,200,False,LA1_1182503410,PLATINUM
122,True,1,False,45,False,3,True,2,False,1,False,10,100,True,LA1_1182419281,PLATINUM
123,False,0,True,23,True,1,False,0,True,1,True,3,200,False,LA1_1182419281,PLATINUM
124,True,1,False,29,True,3,True,2,True,1,False,8,100,True,LA1_1181049011,PLATINUM
125,False,0,True,25,False,2,False,0,False,1,True,3,200,False,LA1_1181049011,PLATINUM
126,False,0,True,15,False,1,False,0,True,2,True,5,100,False,LA1_1181064383,PLATINUM
127,True,1,False,31,True,4,True,3,False,0,False,9,200,True,LA1_1181064383,PLATINUM
128,False,0,False,38,False,2,True,3,True,2,True,9,100,True,LA1_1181070331,PLATINUM
129,False,0,True,17,True,2,False,0,False,0,False,2,200,False,LA1_1181070331,PLATINUM
130,True,1,False,53,True,3,True,2,True,2,False,9,100,True,LA1_1180967346,PLATINUM
131,False,0,True,33,False,1,False,0,False,0,True,3,200,False,LA1_1180967346,PLATINUM
132,False,0,True,22,True,2,False,0,False,0,False,0,100,False,LA1_1180944454,PLATINUM
133,False,0,False,36,False,1,True,1,True,2,True,10,200,True,LA1_1180944454,PLATINUM
134,False,0,True,13,True,1,False,0,False,0,False,0,100,False,LA1_1180980621,PLATINUM
135,False,0,False,26,False,2,True,1,True,2,True,6,200,True,LA1_1180980621,PLATINUM
136,False,0,True,12,False,0,False,0,True,1,True,3,100,False,LA1_1180668004,PLATINUM
137,False,0,False,28,True,4,True,2,False,1,False,9,200,True,LA1_1180668004,PLATINUM
138,False,0,False,31,False,3,True,1,True,2,True,6,100,True,LA1_1180673208,PLATINUM
139,False,0,True,15,True,1,False,0,False,0,False,1,200,False,LA1_1180673208,PLATINUM
140,False,1,True,49,True,5,True,2,False,1,False,10,100,True,LA1_1180628923,PLATINUM
141,True,1,False,37,False,0,False,0,True,1,True,3,200,False,LA1_1180628923,PLATINUM
142,False,1,False,45,False,1,True,1,True,1,True,6,100,True,LA1_1180179561,PLATINUM
143,True,1,True,35,True,4,False,0,False,1,False,7,200,False,LA1_1180179561,PLATINUM
144,True,2,False,46,False,2,True,3,True,2,True,11,100,True,LA1_1179596001,PLATINUM
145,False,0,True,31,True,2,False,0,False,0,False,2,200,False,LA1_1179596001,PLATINUM
146,False,0,True,43,True,3,True,2,True,1,True,9,100,True,LA1_1179573775,PLATINUM
147,False,0,False,17,False,0,False,0,False,1,False,0,200,False,LA1_1179573775,PLATINUM
148,True,1,False,39,False,2,False,1,True,1,False,7,100,True,LA1_1179157578,PLATINUM
149,False,0,True,24,True,2,True,1,False,0,True,7,200,False,LA1_1179157578,PLATINUM
150,False,0,False,15,True,1,False,0,False,0,False,0,100,False,LA1_1179154908,PLATINUM
151,False,0,True,31,False,2,False,0,True,2,True,6,200,True,LA1_1179154908,PLATINUM
152,False,0,True,10,True,1,False,0,False,0,False,1,100,False,LA1_1179108664,PLATINUM
153,False,0,False,21,False,2,False,0,True,1,True,3,200,True,LA1_1179108664,PLATINUM
154,True,1,False,44,True,4,True,2,True,1,True,9,100,True,LA1_1179069813,PLATINUM
155,False,0,True,24,False,1,False,0,False,0,False,2,200,False,LA1_1179069813,PLATINUM
156,True,2,True,49,True,2,False,1,False,1,True,5,100,False,LA1_1179054749,PLATINUM
157,False,0,False,44,False,5,True,3,True,1,False,9,200,True,LA1_1179054749,PLATINUM
158,False,0,False,24,False,0,False,0,False,0,False,2,100,False,LA1_1178768735,PLATINUM
159,False,0,True,37,True,4,True,3,True,2,True,10,200,True,LA1_1178768735,PLATINUM
160,False,0,False,39,False,2,False,1,False,0,False,5,100,False,LA1_1183424065,PLATINUM
161,True,1,True,40,True,3,True,3,True,2,True,10,200,True,LA1_1183424065,PLATINUM
162,False,0,True,38,True,3,False,0,False,0,True,5,100,False,LA1_1183286291,PLATINUM
163,True,1,False,45,False,2,True,1,True,2,False,7,200,True,LA1_1183286291,PLATINUM
164,True,1,True,48,True,5,True,3,False,1,True,11,100,True,LA1_1183301834,PLATINUM
165,False,0,False,24,False,0,False,0,True,1,False,3,200,False,LA1_1183301834,PLATINUM
166,False,0,True,46,False,1,True,2,True,1,True,10,100,False,LA1_1181760766,PLATINUM
167,False,0,False,47,True,4,False,1,False,0,False,8,200,True,LA1_1181760766,PLATINUM
168,False,0,True,36,False,2,True,2,False,0,False,8,100,True,LA1_1181755903,PLATINUM
169,False,0,False,14,True,1,False,0,True,2,True,2,200,False,LA1_1181755903,PLATINUM
170,True,1,True,38,False,1,False,0,True,2,True,6,100,False,LA1_1181685774,PLATINUM
171,False,0,False,38,True,3,True,1,False,0,False,6,200,True,LA1_1181685774,PLATINUM
172,False,0,False,18,False,0,False,0,True,1,False,2,100,False,LA1_1181669286,PLATINUM
173,True,1,True,37,True,4,True,1,False,0,True,8,200,True,LA1_1181669286,PLATINUM
174,True,1,True,59,False,4,True,2,False,0,False,9,100,True,LA1_1180526714,PLATINUM
175,False,0,False,43,True,1,False,0,True,2,True,4,200,False,LA1_1180526714,PLATINUM
176,True,1,False,48,True,4,True,1,False,0,True,8,100,False,LA1_1179909358,PLATINUM
177,False,1,True,39,False,2,False,3,True,1,False,11,200,True,LA1_1179909358,PLATINUM
178,True,1,False,39,True,3,True,1,True,2,True,10,100,True,LA1_1179776524,PLATINUM
179,False,0,True,25,False,0,False,0,False,0,False,2,200,False,LA1_1179776524,PLATINUM
180,True,1,True,38,False,3,False,0,False,1,True,6,100,False,LA1_1179286962,PLATINUM
181,False,1,False,54,True,3,True,4,True,1,False,11,200,True,LA1_1179286962,PLATINUM
182,False,0,True,21,True,2,True,1,True,2,True,8,100,True,LA1_1178983801,PLATINUM
183,False,0,False,20,False,1,False,0,False,0,False,1,200,False,LA1_1178983801,PLATINUM
184,False,0,True,4,False,0,False,0,False,0,False,0,100,False,LA1_1178982948,PLATINUM
185,False,0,False,3,False,0,False,0,False,0,False,0,200,True,LA1_1178982948,PLATINUM
186,False,0,False,11,False,0,False,0,False,0,False,0,100,False,LA1_1178991208,PLATINUM
187,False,0,True,20,True,2,False,0,True,1,True,4,200,True,LA1_1178991208,PLATINUM
188,False,0,True,29,False,2,False,1,False,0,False,7,100,False,LA1_1176646192,PLATINUM
189,True,1,False,29,True,2,True,3,True,1,True,11,200,True,LA1_1176646192,PLATINUM
190,False,0,True,9,False,0,False,0,True,2,False,2,100,False,LA1_1176589204,PLATINUM
191,True,1,False,41,True,4,True,2,False,0,True,10,200,True,LA1_1176589204,PLATINUM
192,False,0,False,28,False,1,False,0,False,0,False,1,100,False,LA1_1176431078,PLATINUM
193,True,1,True,47,True,2,True,2,True,1,True,9,200,True,LA1_1176431078,PLATINUM
194,False,0,False,30,False,0,False,0,True,1,False,0,100,False,LA1_1175870842,PLATINUM
195,True,1,True,49,True,5,True,4,False,0,True,11,200,True,LA1_1175870842,PLATINUM
196,True,1,False,44,False,2,True,1,False,0,False,9,100,True,LA1_1175855727,PLATINUM
197,False,0,True,37,True,4,False,0,True,2,True,8,200,False,LA1_1175855727,PLATINUM
198,False,0,True,17,True,2,False,0,True,1,False,0,100,True,LA1_1175852935,PLATINUM
199,False,0,False,1,False,0,False,0,False,0,False,0,200,False,LA1_1175852935,PLATINUM
200,False,0,True,11,False,0,False,0,False,0,False,1,100,False,LA1_1181140615,PLATINUM
201,False,0,False,25,True,3,True,1,True,1,True,7,200,True,LA1_1181140615,PLATINUM
202,False,0,False,15,True,2,False,0,True,2,True,4,100,True,LA1_1181097945,PLATINUM
203,False,0,True,10,False,0,False,0,False,0,False,0,200,False,LA1_1181097945,PLATINUM
204,True,1,True,43,True,4,True,1,False,0,True,6,100,True,LA1_1180714832,PLATINUM
205,False,0,False,23,False,0,False,0,True,1,False,1,200,False,LA1_1180714832,PLATINUM
206,False,0,False,30,True,2,False,0,True,1,False,0,100,False,LA1_1180221595,PLATINUM
207,True,1,True,44,False,2,True,3,False,1,True,11,200,True,LA1_1180221595,PLATINUM
208,True,2,True,39,False,3,True,1,False,0,False,7,100,True,LA1_1180175388,PLATINUM
209,False,0,False,37,True,3,False,0,True,1,True,6,200,False,LA1_1180175388,PLATINUM
210,True,1,True,44,False,2,True,3,False,1,False,11,100,True,LA1_1180170031,PLATINUM
211,False,0,False,31,True,3,False,0,True,1,True,2,200,False,LA1_1180170031,PLATINUM
212,True,1,True,37,True,3,True,2,False,0,False,9,100,True,LA1_1180145337,PLATINUM
213,False,0,False,26,False,1,False,0,True,1,True,3,200,False,LA1_1180145337,PLATINUM
214,False,1,True,57,True,5,True,1,True,1,True,8,100,True,LA1_1179409915,PLATINUM
215,True,1,False,45,False,0,False,0,False,0,False,6,200,False,LA1_1179409915,PLATINUM
216,False,0,False,21,False,0,False,0,False,0,False,1,100,False,LA1_1183336625,PLATINUM
217,True,1,True,42,True,2,True,2,False,0,True,9,200,True,LA1_1183336625,PLATINUM
218,False,0,True,25,True,4,False,0,True,1,True,3,100,True,LA1_1183352397,PLATINUM
219,False,0,False,21,False,0,False,0,False,0,False,1,200,False,LA1_1183352397,PLATINUM
220,False,0,False,13,False,0,False,0,True,1,False,1,100,False,LA1_1183319287,PLATINUM
221,True,1,True,25,True,4,True,3,False,1,True,11,200,True,LA1_1183319287,PLATINUM
222,False,0,True,31,False,2,True,2,True,1,True,10,100,True,LA1_1183316181,PLATINUM
223,False,0,False,25,True,1,False,0,False,1,False,1,200,False,LA1_1183316181,PLATINUM
224,True,2,False,53,False,4,True,1,True,1,True,8,100,True,LA1_1183302909,PLATINUM
225,False,0,True,38,True,1,False,0,False,0,False,5,200,False,LA1_1183302909,PLATINUM
226,False,0,True,22,True,2,False,0,True,1,True,1,100,False,LA1_1183079568,PLATINUM
227,False,0,False,37,False,2,True,1,False,0,False,8,200,True,LA1_1183079568,PLATINUM
228,False,1,False,44,True,3,True,4,False,1,False,11,100,True,LA1_1183093625,PLATINUM
229,True,1,True,39,False,3,False,0,True,1,True,5,200,False,LA1_1183093625,PLATINUM
230,False,0,False,17,True,3,False,0,True,1,False,2,100,False,LA1_1183080243,PLATINUM
231,True,1,True,29,False,0,True,1,False,1,True,7,200,True,LA1_1183080243,PLATINUM
232,False,0,False,43,False,2,False,0,True,2,True,4,100,False,LA1_1182994047,PLATINUM
233,True,1,True,44,True,3,True,3,False,0,False,11,200,True,LA1_1182994047,PLATINUM
234,False,0,True,14,False,0,False,0,True,1,False,1,100,False,LA1_1182981639,PLATINUM
235,False,0,False,26,True,4,True,2,False,1,True,8,200,True,LA1_1182981639,PLATINUM
236,False,0,False,27,True,1,False,0,True,2,False,3,100,False,LA1_1182956717,PLATINUM
237,True,1,False,46,False,3,True,1,False,0,True,8,200,True,LA1_1182956717,PLATINUM
238,False,0,False,19,False,0,False,0,False,0,False,2,100,False,LA1_1182485360,PLATINUM
239,True,1,True,51,True,3,True,2,True,2,True,9,200,True,LA1_1182485360,PLATINUM
240,False,0,True,29,True,3,False,0,False,1,False,2,100,False,LA1_1182511129,PLATINUM
241,True,1,False,43,False,3,True,1,True,1,True,8,200,True,LA1_1182511129,PLATINUM
242,False,0,False,31,False,2,True,1,False,1,False,6,100,True,LA1_1182257057,PLATINUM
243,False,0,True,7,True,1,False,0,True,1,True,2,200,False,LA1_1182257057,PLATINUM
244,True,2,False,39,False,3,True,1,True,1,False,9,100,True,LA1_1182263417,PLATINUM
245,False,0,True,36,True,3,False,0,False,0,True,4,200,False,LA1_1182263417,PLATINUM
246,False,0,True,32,True,3,False,0,False,0,False,3,100,False,LA1_1181855281,PLATINUM
247,True,2,False,46,False,2,True,2,True,2,True,9,200,True,LA1_1181855281,PLATINUM
248,False,0,False,31,False,0,False,0,False,0,False,4,100,False,LA1_1181862646,PLATINUM
249,True,1,True,37,True,4,True,3,True,1,True,11,200,True,LA1_1181862646,PLATINUM
250,True,2,True,31,True,4,True,5,True,2,True,10,100,False,LA1_1181713064,PLATINUM
251,False,0,False,41,False,2,False,1,False,0,False,8,200,True,LA1_1181713064,PLATINUM
252,False,0,True,19,True,2,False,0,False,0,False,2,100,False,LA1_1181658741,PLATINUM
253,False,0,False,46,False,2,True,3,True,2,True,10,200,True,LA1_1181658741,PLATINUM
254,False,0,True,44,True,3,False,0,True,2,True,5,100,True,LA1_1181665173,PLATINUM
255,False,0,False,16,False,0,False,0,False,0,False,1,200,False,LA1_1181665173,PLATINUM
256,False,0,False,54,False,4,True,6,True,2,True,11,100,True,LA1_1182658489,PLATINUM
257,True,1,True,38,True,1,False,0,False,0,False,1,200,False,LA1_1182658489,PLATINUM
258,True,1,True,36,True,4,True,1,False,1,False,8,100,True,LA1_1182561480,PLATINUM
259,False,0,False,23,False,1,False,0,True,1,True,2,200,False,LA1_1182561480,PLATINUM
260,False,0,True,29,True,4,True,3,True,1,True,11,100,True,LA1_1182514051,PLATINUM
261,False,0,False,23,False,1,False,0,False,1,False,2,200,False,LA1_1182514051,PLATINUM
262,True,2,True,39,True,3,True,4,True,2,True,11,100,True,LA1_1182439402,PLATINUM
263,False,0,False,26,False,2,False,0,False,0,False,3,200,False,LA1_1182439402,PLATINUM
264,True,1,False,38,False,3,True,2,False,1,False,7,100,True,LA1_1182406341,PLATINUM
265,False,1,True,30,True,2,False,0,True,1,True,3,200,False,LA1_1182406341,PLATINUM
266,True,1,False,43,False,2,True,2,True,2,True,9,100,True,LA1_1182021005,PLATINUM
267,False,0,True,29,True,2,False,0,False,0,False,3,200,False,LA1_1182021005,PLATINUM
268,True,2,False,57,False,1,True,2,True,1,False,7,100,True,LA1_1181917210,PLATINUM
269,False,0,True,37,True,4,False,1,False,1,True,5,200,False,LA1_1181917210,PLATINUM
270,False,0,False,27,True,1,False,0,False,0,False,0,100,False,LA1_1181902873,PLATINUM
271,True,1,True,33,False,4,True,3,True,2,True,10,200,True,LA1_1181902873,PLATINUM
272,True,1,True,38,False,0,False,0,True,2,False,5,100,False,LA1_1179595302,PLATINUM
273,False,1,False,52,True,4,False,0,False,0,True,4,200,True,LA1_1179595302,PLATINUM
274,True,1,True,52,False,1,False,1,False,0,False,7,100,True,LA1_1179582075,PLATINUM
275,False,0,False,49,True,4,True,2,True,2,True,9,200,False,LA1_1179582075,PLATINUM
276,True,1,False,38,False,1,False,0,True,1,False,3,100,False,LA1_1179538763,PLATINUM
277,False,0,True,60,True,4,True,3,False,1,True,11,200,True,LA1_1179538763,PLATINUM
278,False,0,False,34,True,2,False,0,False,0,False,5,100,True,LA1_1172018459,PLATINUM
279,False,0,True,22,False,1,False,0,True,1,True,2,200,False,LA1_1172018459,PLATINUM
280,False,0,False,34,False,3,False,0,True,2,True,4,100,False,LA1_1172010955,PLATINUM
281,True,1,True,37,True,2,True,3,False,0,False,11,200,True,LA1_1172010955,PLATINUM
282,True,1,False,21,False,0,False,0,True,1,True,4,100,False,LA1_1171984375,PLATINUM
283,False,1,True,48,True,5,True,1,False,0,False,7,200,True,LA1_1171984375,PLATINUM
284,True,2,False,55,False,6,True,6,False,0,False,11,100,True,LA1_1152401868,PLATINUM
285,False,1,True,57,True,1,False,0,True,2,True,7,200,False,LA1_1152401868,PLATINUM
286,True,1,False,39,True,4,True,4,True,2,True,11,100,True,LA1_1152368286,PLATINUM
287,False,0,True,25,False,1,False,0,False,0,False,3,200,False,LA1_1152368286,PLATINUM
288,True,1,False,31,True,2,False,0,False,0,False,7,100,False,LA1_1152374668,PLATINUM
289,False,0,True,42,False,3,True,2,True,2,True,9,200,True,LA1_1152374668,PLATINUM
290,False,0,False,26,False,0,False,0,False,0,True,2,100,False,LA1_1152372631,PLATINUM
291,False,0,True,34,True,3,False,0,True,2,False,5,200,True,LA1_1152372631,PLATINUM
292,True,1,False,34,True,4,True,2,True,2,True,10,100,True,LA1_1152359448,PLATINUM
293,False,0,True,23,False,0,False,0,False,0,False,3,200,False,LA1_1152359448,PLATINUM
294,False,0,False,12,False,1,False,1,False,1,False,4,100,False,LA1_1152347463,PLATINUM
295,True,1,True,34,True,3,True,1,True,1,True,9,200,True,LA1_1152347463,PLATINUM
296,False,0,True,26,True,1,False,0,False,0,False,0,100,False,LA1_1183393557,PLATINUM
297,True,1,False,33,False,3,True,2,True,1,True,11,200,True,LA1_1183393557,PLATINUM
298,True,2,False,37,False,3,True,2,False,0,True,10,100,False,LA1_1182969717,PLATINUM
299,False,1,True,40,True,4,False,2,True,1,False,10,200,True,LA1_1182969717,PLATINUM
