,Unnamed: 0,first'baron,'baronKills,first'champion,'championKills,first'dragon,'dragonKills,first'inhibitor,'inhibitorKills,first'riftHerald,'riftHeraldKills,first'tower,'towerKills,teamId,win,metadata.matchId,eloRank
43,43,False,0,True,43,True,4,True,3,True,1,True,11,200,True,LA1_1067279221,IRON
44,44,False,0,False,20,False,1,False,0,False,0,False,1,100,False,LA1_1067298079,IRON
45,45,True,1,True,47,True,3,True,2,True,1,True,10,200,True,LA1_1067298079,IRON
46,46,True,1,False,62,True,5,True,2,False,0,False,9,100,True,LA1_1067285180,IRON
47,47,False,0,True,50,False,1,False,0,True,1,True,7,200,False,LA1_1067285180,IRON
48,48,False,0,True,12,False,0,False,0,True,1,True,1,100,False,LA1_1067060442,IRON
49,49,False,0,False,24,True,2,False,0,False,0,False,5,200,True,LA1_1067060442,IRON
50,50,False,0,False,0,False,0,False,0,False,0,False,0,100,False,LA1_1067009038,IRON
51,51,False,0,True,1,False,0,False,0,False,0,False,0,200,True,LA1_1067009038,IRON
52,52,False,0,False,7,False,2,False,0,False,0,False,0,100,False,LA1_1067014466,IRON
53,53,False,0,True,22,True,1,True,1,True,1,True,6,200,True,LA1_1067014466,IRON
54,54,False,0,True,46,True,3,False,2,False,0,True,8,100,True,LA1_1065722817,IRON
55,55,False,0,False,36,False,3,True,1,True,2,False,6,200,False,LA1_1065722817,IRON
56,56,False,0,False,40,False,2,False,0,False,0,False,1,100,False,LA1_1065671434,IRON
57,57,True,1,True,48,True,3,True,2,True,2,True,11,200,True,LA1_1065671434,IRON
58,58,False,0,False,19,True,2,False,0,False,0,False,0,100,False,LA1_1065540936,IRON
59,59,False,0,True,25,False,1,True,2,True,2,True,9,200,True,LA1_1065540936,IRON
60,60,True,1,True,48,False,2,True,1,True,2,True,8,100,True,LA1_1064863091,IRON
61,61,False,0,False,29,True,2,False,0,False,0,False,2,200,False,LA1_1064863091,IRON
62,62,False,0,False,22,False,1,False,0,True,1,True,2,100,False,LA1_1064736468,IRON
63,63,True,1,True,47,True,3,True,2,False,1,False,10,200,True,LA1_1064736468,IRON
64,64,False,0,True,39,True,3,True,3,False,1,True,9,100,True,LA1_1063992149,IRON
65,65,False,0,False,11,False,1,False,0,True,1,False,1,200,False,LA1_1063992149,IRON
66,66,False,0,True,1,False,0,False,0,False,0,False,0,100,True,LA1_1063960659,IRON
67,67,False,0,False,0,False,0,False,0,False,0,False,0,200,False,LA1_1063960659,IRON
68,68,False,0,False,29,True,3,False,0,False,0,False,5,100,False,LA1_1062686114,IRON
69,69,True,1,True,54,False,3,True,1,True,2,True,7,200,True,LA1_1062686114,IRON
70,70,True,2,True,50,False,5,True,3,False,0,False,10,100,True,LA1_1062098612,IRON
71,71,False,0,False,22,True,1,False,1,True,2,True,8,200,False,LA1_1062098612,IRON
72,72,False,0,True,25,True,3,False,0,False,0,False,2,100,False,LA1_1061912597,IRON
73,73,True,2,False,44,False,2,True,3,True,2,True,10,200,True,LA1_1061912597,IRON
74,74,True,1,False,47,True,5,True,1,True,1,False,7,100,True,LA1_1061710708,IRON
75,75,False,0,True,42,False,0,False,0,False,0,True,1,200,False,LA1_1061710708,IRON
76,76,False,0,False,52,True,3,False,0,False,0,True,6,100,False,LA1_1061525175,IRON
77,77,False,0,True,59,False,3,True,4,True,1,False,10,200,True,LA1_1061525175,IRON
78,78,False,1,False,45,False,4,False,1,False,0,False,8,100,True,LA1_1061541879,IRON
79,79,True,1,True,36,True,3,True,3,True,1,True,9,200,False,LA1_1061541879,IRON
80,80,False,0,False,35,True,2,True,2,True,1,True,8,100,True,LA1_1176353494,IRON
81,81,False,0,True,13,False,0,False,0,False,1,False,0,200,False,LA1_1176353494,IRON
82,82,False,0,False,12,True,1,False,0,True,1,True,1,100,False,LA1_1176371719,IRON
83,83,False,0,True,20,False,0,True,1,False,0,False,5,200,True,LA1_1176371719,IRON
84,84,False,0,False,0,False,0,False,0,False,0,False,0,100,True,LA1_1174645464,IRON
85,85,False,0,False,0,False,0,False,0,False,0,False,0,200,False,LA1_1174645464,IRON
86,86,False,0,False,37,False,2,False,0,True,1,False,7,100,False,LA1_1174632875,IRON
87,87,True,2,True,39,True,3,True,3,False,1,True,8,200,True,LA1_1174632875,IRON
88,88,False,0,True,19,True,1,False,0,False,0,False,3,100,False,LA1_1174565576,IRON
89,89,True,1,False,43,False,3,True,2,True,2,True,10,200,True,LA1_1174565576,IRON
90,90,False,0,True,17,True,2,False,0,True,1,True,3,100,True,LA1_1174563973,IRON
91,91,False,0,False,3,False,0,False,0,False,0,False,0,200,False,LA1_1174563973,IRON
92,92,False,0,True,56,True,4,False,0,False,0,False,3,100,False,LA1_1174563237,IRON
93,93,True,1,False,52,False,1,True,3,True,2,True,11,200,True,LA1_1174563237,IRON
94,94,True,1,True,39,True,4,True,2,True,2,True,10,100,True,LA1_1174553574,IRON
95,95,False,0,False,30,False,1,False,0,False,0,False,2,200,False,LA1_1174553574,IRON
96,96,False,0,True,23,True,3,False,0,False,0,False,0,100,False,LA1_1174562419,IRON
97,97,True,1,False,35,False,2,True,3,True,1,True,11,200,True,LA1_1174562419,IRON
98,98,False,0,True,74,True,3,False,0,True,1,False,6,100,False,LA1_1174561761,IRON
99,99,True,3,False,62,False,4,True,4,False,0,True,11,200,True,LA1_1174561761,IRON
100,100,True,3,False,50,False,2,True,4,False,0,False,10,100,False,LA1_1174529875,IRON
101,101,False,1,True,62,True,5,False,1,True,2,True,10,200,True,LA1_1174529875,IRON
102,102,False,0,True,34,False,0,False,0,True,1,True,3,100,False,LA1_1173114158,IRON
103,103,True,2,False,45,True,5,True,3,False,1,False,11,200,True,LA1_1173114158,IRON
104,104,False,0,True,5,False,0,False,0,False,0,False,0,100,False,LA1_1173113285,IRON
105,105,False,0,False,10,True,1,False,0,False,0,False,0,200,True,LA1_1173113285,IRON
106,106,False,0,True,20,True,2,False,0,False,0,False,0,100,False,LA1_1173077882,IRON
107,107,True,1,False,32,False,2,True,4,True,2,True,11,200,True,LA1_1173077882,IRON
108,108,True,3,True,58,True,4,False,2,True,2,True,10,100,True,LA1_1172629139,IRON
109,109,False,0,False,52,False,3,True,2,False,0,False,7,200,False,LA1_1172629139,IRON
110,110,False,0,True,31,True,2,True,2,True,2,True,9,100,True,LA1_1172608767,IRON
111,111,False,0,False,14,False,0,False,0,False,0,False,4,200,False,LA1_1172608767,IRON
112,112,False,0,True,59,False,1,True,2,False,0,True,8,100,False,LA1_1171644621,IRON
113,113,True,2,False,61,True,5,False,3,True,1,False,9,200,True,LA1_1171644621,IRON
114,114,False,0,False,35,True,3,False,1,False,0,True,7,100,False,LA1_1171607892,IRON
115,115,False,0,True,42,False,1,True,2,True,2,False,10,200,True,LA1_1171607892,IRON
116,116,False,0,True,23,False,0,False,0,False,0,True,5,100,False,LA1_1171626451,IRON
117,117,True,1,False,48,True,4,True,1,True,1,False,9,200,True,LA1_1171626451,IRON
118,118,False,0,True,7,False,0,False,0,False,0,False,0,100,False,LA1_1171624005,IRON
119,119,False,0,False,16,True,2,False,0,True,1,True,2,200,True,LA1_1171624005,IRON
120,120,False,0,True,25,True,3,False,0,True,1,True,5,100,True,LA1_1175213228,IRON
121,121,False,0,False,11,False,0,False,0,False,0,False,0,200,False,LA1_1175213228,IRON
122,122,True,1,True,43,False,2,True,2,True,2,False,9,100,True,LA1_1175184121,IRON
123,123,False,0,False,26,True,2,False,0,False,0,True,1,200,False,LA1_1175184121,IRON
124,124,False,0,False,29,False,0,False,0,True,1,False,1,100,False,LA1_1175152351,IRON
125,125,True,1,True,59,True,3,True,3,False,1,True,10,200,True,LA1_1175152351,IRON
126,126,False,1,False,46,True,1,True,1,True,1,True,6,100,False,LA1_1175107297,IRON
127,127,True,1,True,53,False,4,False,1,False,1,False,10,200,True,LA1_1175107297,IRON
128,128,False,0,False,18,True,1,False,0,True,1,True,2,100,True,LA1_1175103199,IRON
129,129,False,0,True,8,False,0,False,0,False,0,False,0,200,False,LA1_1175103199,IRON
130,130,True,1,True,36,True,4,True,3,True,2,False,11,100,True,LA1_1175027692,IRON
131,131,False,0,False,29,False,1,False,0,False,0,True,6,200,False,LA1_1175027692,IRON
132,132,False,0,True,15,True,2,False,0,False,0,False,1,100,False,LA1_1174576725,IRON
133,133,False,0,False,42,False,1,True,2,True,2,True,10,200,True,LA1_1174576725,IRON
134,134,False,0,True,33,True,1,False,0,False,1,False,5,100,False,LA1_1173669095,IRON
135,135,True,2,False,66,False,5,True,3,True,1,True,10,200,True,LA1_1173669095,IRON
136,136,True,1,True,54,True,3,False,0,True,1,False,5,100,True,LA1_1173656311,IRON
137,137,False,0,False,43,False,2,True,1,False,0,True,6,200,False,LA1_1173656311,IRON
138,138,False,0,False,19,False,0,False,0,False,0,False,0,100,False,LA1_1173465513,IRON
139,139,False,0,True,38,True,4,True,3,True,2,True,11,200,True,LA1_1173465513,IRON
140,140,True,1,True,40,False,1,True,1,True,1,True,8,100,True,LA1_1170185565,IRON
141,141,False,0,False,25,True,4,False,0,False,1,False,5,200,False,LA1_1170185565,IRON
142,142,True,1,False,58,True,2,False,1,False,0,True,9,100,True,LA1_1170113995,IRON
143,143,False,0,True,60,False,4,True,2,True,2,False,8,200,False,LA1_1170113995,IRON
144,144,False,0,True,2,False,0,False,0,False,0,False,0,100,False,LA1_1169892389,IRON
145,145,False,0,False,0,False,0,False,0,False,0,False,0,200,True,LA1_1169892389,IRON
146,146,True,2,True,70,True,7,False,4,True,1,False,11,100,True,LA1_1169863773,IRON
147,147,False,1,False,53,False,0,True,8,False,0,True,11,200,False,LA1_1169863773,IRON
148,148,False,0,False,38,True,4,False,0,True,1,True,6,100,False,LA1_1168616371,IRON
149,149,True,1,True,51,False,2,True,1,False,1,False,8,200,True,LA1_1168616371,IRON
150,150,False,0,True,40,False,1,True,2,True,1,True,6,100,False,LA1_1168225731,IRON
151,151,True,1,False,59,True,5,False,2,False,0,False,10,200,True,LA1_1168225731,IRON
152,152,False,0,False,43,True,3,False,0,False,1,False,6,100,False,LA1_1168200432,IRON
153,153,False,0,True,75,False,3,True,4,True,1,True,10,200,True,LA1_1168200432,IRON
154,154,False,0,True,38,False,4,True,3,False,0,True,11,100,True,LA1_1167557523,IRON
155,155,False,0,False,21,True,1,False,0,True,2,False,1,200,False,LA1_1167557523,IRON
156,156,False,0,False,47,False,3,False,0,True,1,False,7,100,False,LA1_1167554018,IRON
157,157,True,1,True,49,True,3,True,2,False,1,True,11,200,True,LA1_1167554018,IRON
158,158,True,1,True,39,True,2,True,1,False,1,True,7,100,True,LA1_1167552717,IRON
159,159,False,0,False,17,False,1,False,0,True,1,False,3,200,False,LA1_1167552717,IRON
160,160,False,1,True,41,False,2,True,1,True,1,False,9,100,True,LA1_1165224785,IRON
161,161,True,1,False,52,True,4,False,0,False,0,True,5,200,False,LA1_1165224785,IRON
162,162,True,1,False,49,False,3,False,1,True,2,True,8,100,False,LA1_1154435043,IRON
163,163,False,1,True,58,True,3,True,3,False,0,False,10,200,True,LA1_1154435043,IRON
164,164,True,1,True,43,True,4,True,3,False,1,True,11,100,True,LA1_1154265000,IRON
165,165,False,0,False,21,False,0,False,0,True,1,False,1,200,False,LA1_1154265000,IRON
166,166,True,1,True,46,True,4,True,2,False,1,True,9,100,True,LA1_1154054553,IRON
167,167,False,0,False,28,False,0,False,0,True,1,False,3,200,False,LA1_1154054553,IRON
168,168,True,1,True,47,True,2,True,1,False,0,False,7,100,True,LA1_1150706455,IRON
169,169,False,0,False,42,False,3,False,0,True,2,True,6,200,False,LA1_1150706455,IRON
170,170,True,1,True,28,False,2,True,1,True,1,True,6,100,True,LA1_1150710665,IRON
171,171,False,0,False,26,True,2,False,0,False,0,False,3,200,False,LA1_1150710665,IRON
172,172,False,1,True,59,True,4,False,1,True,2,True,7,100,False,LA1_1150279515,IRON
173,173,True,1,False,71,False,3,True,4,False,0,False,11,200,True,LA1_1150279515,IRON
174,174,True,1,True,64,False,4,True,1,True,2,True,10,100,True,LA1_1143990120,IRON
175,175,False,0,False,41,True,2,False,0,False,0,False,2,200,False,LA1_1143990120,IRON
176,176,False,0,False,47,True,2,True,2,True,2,True,8,100,False,LA1_1139883610,IRON
177,177,True,1,True,60,False,4,False,1,False,0,False,9,200,True,LA1_1139883610,IRON
178,178,True,1,True,48,True,5,False,0,True,1,True,6,100,False,LA1_1139836660,IRON
179,179,False,1,False,43,False,1,True,3,False,1,False,10,200,True,LA1_1139836660,IRON
180,180,False,0,True,17,True,2,False,0,False,0,False,0,100,False,LA1_1139842076,IRON
181,181,True,1,False,48,False,2,True,5,True,2,True,11,200,True,LA1_1139842076,IRON
182,182,False,0,True,26,True,1,False,0,True,1,False,3,100,False,LA1_1139509943,IRON
183,183,True,1,False,47,False,4,True,4,False,0,True,11,200,True,LA1_1139509943,IRON
184,184,True,1,True,45,True,4,True,2,True,2,True,6,100,True,LA1_1139525292,IRON
185,185,False,0,False,27,False,0,False,0,False,0,False,2,200,False,LA1_1139525292,IRON
186,186,False,0,True,3,False,0,False,0,False,0,False,0,100,True,LA1_1139523931,IRON
187,187,False,0,False,0,False,0,False,0,False,0,False,0,200,False,LA1_1139523931,IRON
188,188,False,0,True,34,True,3,True,1,True,2,False,7,100,True,LA1_1138731199,IRON
189,189,False,0,False,9,False,0,False,0,False,0,True,3,200,False,LA1_1138731199,IRON
190,190,False,0,True,42,True,3,False,0,False,0,False,4,100,False,LA1_1138533994,IRON
191,191,False,0,False,59,False,1,True,3,True,2,True,11,200,True,LA1_1138533994,IRON
192,192,False,0,True,16,True,2,False,0,False,0,False,2,100,False,LA1_1136194720,IRON
193,193,False,0,False,32,False,2,True,2,True,2,True,7,200,True,LA1_1136194720,IRON
194,194,False,0,False,63,False,3,True,3,False,0,False,10,100,True,LA1_1136046779,IRON
195,195,True,2,True,46,True,4,False,2,True,2,True,8,200,False,LA1_1136046779,IRON
196,196,True,1,True,63,False,5,True,4,True,2,False,10,100,True,LA1_1135388587,IRON
197,197,False,1,False,45,True,1,False,0,False,0,True,4,200,False,LA1_1135388587,IRON
198,198,False,0,False,30,True,2,False,0,True,2,True,6,100,True,LA1_1133227017,IRON
199,199,False,0,True,18,False,0,False,0,False,0,False,0,200,False,LA1_1133227017,IRON
200,200,False,0,False,43,True,4,True,4,True,1,True,11,100,True,LA1_1075396878,IRON
201,201,False,0,True,26,False,1,False,0,False,0,False,3,200,False,LA1_1075396878,IRON
202,202,False,0,True,49,False,0,True,2,False,0,False,6,100,True,LA1_1074912450,IRON
203,203,True,1,False,45,True,5,False,0,True,1,True,7,200,False,LA1_1074912450,IRON
204,204,False,0,True,36,True,3,True,3,True,1,True,11,100,True,LA1_1074878163,IRON
205,205,False,0,False,19,False,0,False,0,False,0,False,0,200,False,LA1_1074878163,IRON
206,206,False,0,False,23,False,0,False,0,False,0,False,0,100,False,LA1_1074884677,IRON
207,207,False,0,True,32,True,3,True,3,True,2,True,11,200,True,LA1_1074884677,IRON
208,208,False,0,False,26,False,0,False,0,False,0,True,2,100,False,LA1_1074881121,IRON
209,209,True,2,True,44,True,5,True,3,True,2,False,11,200,True,LA1_1074881121,IRON
210,210,False,0,False,11,False,0,False,0,False,0,False,0,100,False,LA1_1053763366,IRON
211,211,True,1,True,26,True,4,True,4,True,1,True,11,200,True,LA1_1053763366,IRON
212,212,True,1,False,32,True,3,True,2,True,1,True,9,100,True,LA1_1040921845,IRON
213,213,False,0,True,12,False,1,False,0,False,0,False,0,200,False,LA1_1040921845,IRON
214,214,False,0,False,29,True,3,True,3,True,2,True,10,100,True,LA1_1040885599,IRON
215,215,False,0,True,11,False,0,False,0,False,0,False,0,200,False,LA1_1040885599,IRON
216,216,False,0,False,14,False,0,False,0,False,1,False,1,100,False,LA1_1040868833,IRON
217,217,False,0,True,30,True,3,True,1,True,1,True,7,200,True,LA1_1040868833,IRON
218,218,False,0,False,26,False,1,False,0,False,0,False,5,100,False,LA1_1039026816,IRON
219,219,False,0,True,35,True,2,True,1,True,2,True,8,200,True,LA1_1039026816,IRON
220,220,False,0,False,64,False,3,False,2,True,1,True,6,100,False,LA1_1038798681,IRON
221,221,True,2,True,61,True,6,True,4,False,0,False,10,200,True,LA1_1038798681,IRON
222,222,False,0,True,49,True,5,False,2,False,1,True,10,100,True,LA1_1038761988,IRON
223,223,True,3,False,55,False,3,True,3,True,1,False,8,200,False,LA1_1038761988,IRON
224,224,False,0,False,11,True,3,False,0,False,0,False,0,100,False,LA1_1037642808,IRON
225,225,False,0,True,28,False,0,False,0,True,2,True,4,200,True,LA1_1037642808,IRON
226,226,False,0,True,43,True,2,False,0,False,0,True,4,100,False,LA1_1037635702,IRON
227,227,True,1,False,58,False,2,True,1,True,2,False,8,200,True,LA1_1037635702,IRON
228,228,False,0,True,52,True,5,True,3,True,2,False,10,100,True,LA1_1037598772,IRON
229,229,False,0,False,23,False,0,False,0,False,0,True,4,200,False,LA1_1037598772,IRON
230,230,True,1,True,30,True,5,True,2,True,2,True,10,100,True,LA1_1037594152,IRON
231,231,False,0,False,18,False,0,False,0,False,0,False,0,200,False,LA1_1037594152,IRON
232,232,True,1,False,32,False,4,True,1,True,1,True,9,100,True,LA1_1037528964,IRON
233,233,False,0,True,26,True,1,False,0,False,0,False,1,200,False,LA1_1037528964,IRON
234,234,False,0,False,30,False,3,False,0,False,0,False,6,100,False,LA1_1121192650,IRON
235,235,True,1,True,37,True,2,True,2,True,2,True,10,200,True,LA1_1121192650,IRON
236,236,False,0,False,8,False,0,False,0,False,0,False,0,100,False,LA1_1121168555,IRON
237,237,False,0,True,24,True,2,True,1,True,1,True,7,200,True,LA1_1121168555,IRON
238,238,False,0,False,59,False,3,True,2,True,2,True,10,100,True,LA1_1120606315,IRON
239,239,True,1,False,42,True,3,False,0,False,0,False,4,200,False,LA1_1120606315,IRON
240,240,False,0,False,19,True,2,False,0,False,0,True,5,100,True,LA1_1120574386,IRON
241,241,False,0,True,9,False,1,False,0,True,1,False,2,200,False,LA1_1120574386,IRON
242,242,False,0,True,11,False,0,False,0,True,1,False,0,100,False,LA1_1120274976,IRON
243,243,False,0,False,21,True,3,True,2,False,0,True,10,200,True,LA1_1120274976,IRON
244,244,False,0,True,35,True,2,False,0,False,0,False,3,100,False,LA1_1120256518,IRON
245,245,True,2,False,39,False,4,True,3,True,2,True,9,200,True,LA1_1120256518,IRON
246,246,True,1,True,52,True,4,True,4,True,2,True,10,100,True,LA1_1043657425,IRON
247,247,False,0,False,26,False,1,False,0,False,0,False,1,200,False,LA1_1043657425,IRON
248,248,True,2,False,51,False,3,True,1,True,2,True,9,100,True,LA1_1040396314,IRON
249,249,False,0,True,27,True,2,False,0,False,0,False,2,200,False,LA1_1040396314,IRON
250,250,False,0,True,16,False,2,False,0,True,2,True,3,100,False,LA1_1040357586,IRON
251,251,False,0,False,34,True,3,True,2,False,0,False,9,200,True,LA1_1040357586,IRON
252,252,False,0,True,8,False,0,False,0,True,1,False,1,100,False,LA1_1039586509,IRON
253,253,False,0,False,17,True,2,False,0,False,0,True,4,200,True,LA1_1039586509,IRON
254,254,False,0,False,14,False,0,False,0,False,1,False,1,100,False,LA1_1039611552,IRON
255,255,False,0,True,34,True,4,True,3,True,1,True,11,200,True,LA1_1039611552,IRON
256,256,False,0,False,37,False,2,True,1,True,2,True,9,100,True,LA1_1038222257,IRON
257,257,False,0,True,25,True,1,False,0,False,0,False,1,200,False,LA1_1038222257,IRON
258,258,False,0,False,15,False,0,False,0,True,1,False,1,100,False,LA1_1036592201,IRON
259,259,False,0,True,34,True,3,True,2,False,1,True,8,200,True,LA1_1036592201,IRON
260,260,False,0,True,31,True,5,True,4,False,0,False,11,100,True,LA1_1031357555,IRON
261,261,False,0,False,12,False,0,False,0,False,0,True,3,200,False,LA1_1031357555,IRON
262,262,True,1,True,36,True,6,True,2,True,2,True,11,100,True,LA1_1027766748,IRON
263,263,False,0,False,26,False,0,False,0,False,0,False,5,200,False,LA1_1027766748,IRON
264,264,True,1,False,33,True,3,True,3,True,1,True,11,100,True,LA1_1027340555,IRON
265,265,False,0,True,34,False,3,False,0,False,1,False,6,200,False,LA1_1027340555,IRON
266,266,True,1,False,33,True,4,True,3,True,2,True,10,100,True,LA1_1027313064,IRON
267,267,False,0,True,24,False,0,False,0,False,0,False,0,200,False,LA1_1027313064,IRON
268,268,False,0,True,28,False,0,False,0,True,1,False,4,100,False,LA1_1027216856,IRON
269,269,False,0,False,33,True,5,True,2,False,1,True,11,200,True,LA1_1027216856,IRON
270,270,True,1,False,25,False,2,False,0,True,1,True,6,100,True,LA1_1021907569,IRON
271,271,False,0,True,24,True,1,False,0,False,0,False,1,200,False,LA1_1021907569,IRON
272,272,False,0,False,10,True,1,False,0,False,0,False,1,100,False,LA1_1019494551,IRON
273,273,False,0,True,37,False,3,True,2,True,1,True,10,200,True,LA1_1019494551,IRON
274,274,False,0,True,19,False,1,False,0,True,1,False,0,100,False,LA1_1174010344,IRON
275,275,False,0,False,27,True,3,True,1,False,0,True,5,200,True,LA1_1174010344,IRON
276,276,False,0,True,37,True,5,False,0,True,2,True,7,100,True,LA1_1173449838,IRON
277,277,False,0,False,33,False,0,False,0,False,0,False,3,200,False,LA1_1173449838,IRON
278,278,False,0,True,10,True,1,False,0,False,0,False,0,100,False,LA1_1172246884,IRON
279,279,False,0,False,29,False,1,True,1,True,1,True,8,200,True,LA1_1172246884,IRON
280,280,False,0,False,33,False,2,False,0,False,0,False,3,100,False,LA1_1170226118,IRON
281,281,False,0,True,33,True,4,True,4,True,2,True,11,200,True,LA1_1170226118,IRON
282,282,False,0,True,20,False,2,False,0,True,1,True,3,100,True,LA1_1170020711,IRON
283,283,False,0,False,8,True,1,False,0,False,0,False,0,200,False,LA1_1170020711,IRON
284,284,False,0,False,28,False,2,False,0,True,1,True,5,100,True,LA1_1167831824,IRON
285,285,False,0,True,15,True,2,False,0,False,0,False,1,200,False,LA1_1167831824,IRON
286,286,False,0,False,7,False,0,False,0,False,0,False,0,100,False,LA1_1167445097,IRON
287,287,False,0,True,22,True,2,False,0,True,2,True,5,200,True,LA1_1167445097,IRON
288,288,False,0,True,39,False,1,True,2,True,1,True,9,100,True,LA1_1166882365,IRON
289,289,False,0,False,18,True,2,False,0,False,0,False,0,200,False,LA1_1166882365,IRON
290,290,False,0,False,21,True,1,False,0,False,0,False,3,100,False,LA1_1165733504,IRON
291,291,False,0,True,42,False,2,True,1,False,0,True,10,200,True,LA1_1165733504,IRON
292,292,False,0,False,39,True,4,True,3,False,0,False,11,100,True,LA1_1165668128,IRON
293,293,False,0,True,23,False,0,False,0,True,1,True,2,200,False,LA1_1165668128,IRON
294,294,False,0,False,48,True,5,True,3,False,0,True,10,100,True,LA1_1165652704,IRON
295,295,True,1,True,46,False,1,False,0,True,1,False,7,200,False,LA1_1165652704,IRON
296,296,False,0,False,1,False,0,False,0,False,0,False,0,100,True,LA1_1165294759,IRON
297,297,False,0,True,1,False,0,False,0,False,0,False,0,200,False,LA1_1165294759,IRON
298,298,False,0,True,23,True,2,False,0,False,0,False,0,100,False,LA1_1164543109,IRON
299,299,False,0,False,38,False,3,True,3,True,2,True,11,200,True,LA1_1164543109,IRON
300,300,True,1,True,46,True,5,True,2,True,2,True,10,100,True,LA1_1157999250,IRON
301,301,False,0,False,31,False,0,False,0,False,0,False,1,200,False,LA1_1157999250,IRON
302,302,False,0,False,2,True,1,False,0,False,0,False,0,100,False,LA1_1157941430,IRON
303,303,False,0,True,13,False,1,False,0,True,1,True,2,200,True,LA1_1157941430,IRON
304,304,False,0,False,16,True,1,False,0,True,1,True,4,100,True,LA1_1153035747,IRON
305,305,False,0,True,11,False,1,False,0,False,0,False,1,200,False,LA1_1153035747,IRON
